,mentor_expectation,count,behaviour_confidence_score,outcome_confidence_score,strategy_confidence_score,knowledge_confidence_score,mutual_confidence_score,highest_score_cluster
10,Expectations for a Successful Mentoring Relationship For a truly effective mentoring experience here are the expectations we establish with our mentees Communication Scheduling Stay Connected Please regularly check your emails and messages We send all virtual meeting invites via email Remember a webcam isn t required for our virtual sessions Punctuality Notifications Please be on time for our scheduled meetings We understand that life happens so if you can t make it please notify us immediately to cancel or reschedule Commitment to Attendance Consistent no shows disrupt the mentoring process After three consecutive no shows for scheduled appointments we will remove you as a mentee and recommend you seek a mentor through the Mentor Micro Center Platform Timeliness Please aim to be on time a maximum of 10 minutes late is acceptable Core Principles of Our Mentorship Trust Confidentiality Our relationship is built on trust I commit to providing a safe non judgmental space for you to share openly Non disclosure agreements NDAs are available upon request to ensure your peace of mind Clear Goals Expectations We ll work together to define clear realistic goals for our mentoring journey We ll also establish mutual expectations roles and responsibilities from the outset Active Listening Constructive Feedback I ll actively listen to your concerns and provide constructive actionable feedback In turn I ask that you be receptive to this feedback and willing to learn and adapt Accountability Follow Through We both play a part in your progress I ll hold you accountable for your goals and provide the necessary support and guidance to achieve them Your commitment to follow through on agreed upon actions is crucial Mutual Respect Empathy A successful mentoring relationship thrives on mutual respect and empathy We ll foster a healthy supportive environment built on these foundational values We re excited to partner with you on your journey to success,454,0.5631662607192993,0.6763365268707275,0.3774675130844116,0.6209731101989746,0.5859107375144958,outcome
11,Project success nothing less,425,0.8295634984970093,0.8468424677848816,0.7509121298789978,0.8444366455078125,0.8300160765647888,outcome
12,UMKM mampu Naik Kelas Kewirausahaan budidaya ikan lele sehat mampu memenuhi kebutuhan pasar lokal dan regional Penganekaragaman olahan hasil budidaya ikan lele Kewirausahaan UMKM mampu naik kelas di tahun 2021 2023,414,0.8665338754653931,0.8228060007095337,0.8678462505340576,0.8531379699707031,0.8610159158706665,strategy
13,Como mentor espero que la relación de mentoría sea honesta abierta y basada en la confianza mutua Es importante que mi mentee se sienta cómodo compartiendo sus inquietudes sus desafíos y sus metas conmigo para que juntos podamos trabajar en soluciones prácticas y efectivas Además espero que mi mentee esté dispuesto a recibir feedback constructivo y a trabajar en áreas en las que pueda mejorar aunque a veces pueda ser difícil de aceptar Creo que es importante establecer una visión realista y alcanzable de los objetivos para poder trabajar en ellos de manera efectiva También valoro la comunicación abierta y efectiva para poder resolver dudas e inquietudes en cualquier momento del proceso de mentoría Como mentor mi objetivo es compartir mi conocimiento y experiencia para ayudar a mi mentee a crecer y desarrollarse en su área de interés brindando herramientas y recursos útiles que puedan ser aplicados en la práctica Espero establecer una relación de mentoría en la que ambos podamos aprender y crecer juntos en un ambiente de confianza respeto y compromiso mutuo,406,0.28708451986312866,0.4498743414878845,0.06807035952806473,0.3762509226799011,0.32509952783584595,outcome
14,Trust for you to help me understand the barriers you face and I can better support you Confianza para que me ayudes a entender las barreras a las que te enfrentas y pueda apoyarte de mejor forma,394,0.05016595497727394,0.21582815051078796,-0.16973687708377838,0.14998066425323486,0.07600115984678268,outcome
15,El éxito de mis mentorizados es mi éxito El trabajo en equipo logra grandes resultados,388,0.8816503286361694,0.8892771005630493,0.8539330959320068,0.8841884136199951,0.9007080793380737,mutual
16,El seguimiento y compromiso es lo más importante para una mentoria exitosa Muy preferentemente negocios en operación o un MVP Ademas de mandarme algún enlace de redes sociales o algo para ver información por mi cuenta IMPORTANTE No atiendo proyectos escolares únicamente si el proyecto lo van a sacar al mercado en la vida real No multiniveles redes de mercadeo y similares,375,0.8599338531494141,0.7921903133392334,0.8373492956161499,0.8336381912231445,0.8408973813056946,behaviour
17,To work with an entrepreneur who has a going concern and is looking for someone who can help them overcome the obstacles they face on the way improving lives in the communities they serve,370,0.9245567321777344,0.8679839372634888,0.9292640686035156,0.8995599746704102,0.9206497669219971,strategy
18,,364,0.10953385382890701,0.040956318378448486,0.16184933483600616,0.08294397592544556,0.10068289190530777,strategy
19,Que tu negocio emprendimiento crezca y puedas cumplir tus metas y objetivos comerciales,354,0.6935156583786011,0.7614592909812927,0.571242094039917,0.747713565826416,0.6956726312637329,outcome
20,Mentors have many different expertises and entrepreneurs have many different needs However no matter the difference in skill sets active and engaged listening on the part of both parties allows for the free exchange of information where knowledge transfer can best occur,346,0.8705759644508362,0.7947220802307129,0.8679479360580444,0.8492146730422974,0.863105297088623,behaviour
21,Colaborar en el cumplimiento del objetivo y metas de los emprendedores,344,0.8079996705055237,0.8540011644363403,0.706559419631958,0.8465273380279541,0.8093438148498535,outcome
22,We both contribute to the efforts to bring our collaboration together to grow your business,321,0.7325698137283325,0.8078755140304565,0.6196467876434326,0.7734150886535645,0.7617877125740051,outcome
23,I value transparency and clear articulation of ideas visions and goals in a successful mentoring relationship This openness allows me to assess your needs and provide a tailored work plan for your business or organization I encourage an environment where differences of opinion are acknowledged and we can agree to disagree when necessary It s perfectly acceptable if you don t have all the answers my role is to assist you I appreciate your honesty about your limitations and your willingness to acknowledge the need for further learning or knowledge cultivation when necessary,316,0.7828230857849121,0.8430380821228027,0.6476231813430786,0.8253481984138489,0.7976824045181274,outcome
24,Suspend judgement listening analyzing testing ideas and mentoring expectation setting These are the 5 important elements of a mentoring process to get the mentee to full success Continuous learning,315,0.8865385055541992,0.8795329332351685,0.8093252182006836,0.8917962908744812,0.8865952491760254,knowledge
25,I am happy to volunteer my time but the work has to be put in by the student,312,0.8618992567062378,0.7537392377853394,0.9156202077865601,0.8173185586929321,0.8410243391990662,strategy
26,I have a lot of experience to share and I genuinely enjoy mentoring and consulting the more you lean on me the more successful the relationship can be,311,0.8774386644363403,0.8658568859100342,0.8091965317726135,0.8990342617034912,0.8851916193962097,knowledge
27,Relación para futuros negocios,308,0.830380380153656,0.8241537809371948,0.7736086845397949,0.8502852916717529,0.8297473788261414,knowledge
28,Good chemistry is important between coach mentor and coachee mentee as this would make the process more effective and efficient Expect an interesting journey which starts with a closer view and appreciation of yourself as an entrepreneur and your resources discovering your potential and going through a challenging decision making process It is going to be an exciting adventure of meaningful change,302,0.9171924591064453,0.8849786520004272,0.8634740710258484,0.90901780128479,0.9134415984153748,behaviour
29,1 Self Discipline and commitment to the relationship 2 Be open for self change and also open to change things in their control or sphere of influence,300,0.8949873447418213,0.8014039993286133,0.8997669219970703,0.861370325088501,0.8694770336151123,strategy
30,If I am able to provide the entrepreneur with help that is effective then it will be successful,295,0.9016879200935364,0.8695688247680664,0.9335933327674866,0.8701884746551514,0.9029996395111084,strategy
31,que puedas ser humilde y tener fe para hacer las cosas de buen animo,294,0.7881186008453369,0.8379027843475342,0.6944506764411926,0.8191575407981873,0.8001308441162109,outcome
32,I m ready to help anyone no matter at any level you are operating now because a long ago when I started nobody was there for me and now I m here to help with my experience which I gained in the past several years,293,0.8310635089874268,0.7883216142654419,0.8031951785087585,0.8343736529350281,0.8224519491195679,knowledge
33,Listing and advising according to the demand but still consider the supply and strategic side as an issue to be discussed,287,0.8370093107223511,0.7374134063720703,0.8353210091590881,0.8038803935050964,0.8121882677078247,behaviour
34,Memahami yang dibutuhkan oleh UMKM dan memberi solusi terhadap permasalahan yang di hadapi,286,0.8470982313156128,0.8208103775978088,0.8016724586486816,0.8595192432403564,0.8410083055496216,knowledge
35,My prospective client must be prepared to work together with me to achieve the client s objective Complete honesty from the client I will NOT tolerate any scams or underhand business dealings,285,0.8723804354667664,0.7529566884040833,0.8813641667366028,0.8271528482437134,0.8329374194145203,strategy
36,Poder el canal para ayudarle a qué tengo una capacitación completa y de no cometer tanto errores durante el desarrollo y ser más factibles su emprendimiento aumentando sus probabilidad de éxito más rápido,280,0.8348864316940308,0.7820231318473816,0.7893544435501099,0.8420774936676025,0.8148484230041504,knowledge
37,,277,0.10953385382890701,0.040956318378448486,0.16184933483600616,0.08294397592544556,0.10068289190530777,strategy
38,Responsabilidad Compromiso Disciplina Perseverancia Respeto yGratitud La Comunicacion entre Mentor y Mentoreado debe partir por la confianza la empatia y la sinceridad,274,0.8325953483581543,0.8133139610290527,0.7616614103317261,0.8379956483840942,0.8243149518966675,knowledge
39,My expectations for a successful mentoring relationship would be honesty having a growth mindset and being ready to action entrepreneurs,271,0.9300601482391357,0.8490676879882812,0.9111722707748413,0.9016007781028748,0.9060924649238586,behaviour
40,Mis expectativas en una relación de mentoría exitosa se centran en el compromiso mutuo la comunicación abierta y el crecimiento Espero que los emprendedores estén igualmente comprometidos y abiertos a aprender y aplicar nuevas estrategias y consejos Valoro la sinceridad y la disposición para discutir tanto los éxitos como los desafíos ya que esto fomenta un ambiente de aprendizaje genuino y efectivo Como mentor me esfuerzo por proporcionar orientación personalizada y práctica adaptada a las necesidades individuales de cada emprendedor y espero que estos aprovechen al máximo estos recursos Una relación exitosa de mentoría para mí también implica ver el desarrollo y el progreso de los emprendedores observando cómo implementan estrategias y adaptan sus negocios con éxito lo que es profundamente gratificante La retroalimentación bidireccional es esencial ya que también busco aprender enriqueciendo mi propia comprensión del mundo empresarial Me gusta ver acción y empuje constante además de gran disciplina,270,0.7020696997642517,0.7707871794700623,0.5254063606262207,0.7499216794967651,0.7115875482559204,outcome
41,A successful long term relationship,266,0.7566736340522766,0.8182011246681213,0.6451651453971863,0.7960159778594971,0.7748380899429321,outcome
42,I am looking for an entrepreneur to be honest and prepared to work The journey for an entrepreneur is full of surprises and can be successful with planning and commitment,262,0.9350957870483398,0.8735136389732361,0.9304602146148682,0.9120540618896484,0.9296297430992126,behaviour
43,For successful mentoring is that goals are finally met with realistic expectations difficulties are addressed and way forward is agreed upon,260,0.7556049823760986,0.7970750331878662,0.6352180242538452,0.7918238639831543,0.7549169063568115,outcome
44,I favor action over planning for entrepreneurs If you have been planning to start a business for a while and have gotten started reach out I will be asking you to try things and if you don t do something we will be done,253,0.926415741443634,0.8949998617172241,0.899484395980835,0.9004536867141724,0.9283862113952637,mutual
45,For a mentoring relationship to be successful I expect open and transparent communication a genuine willingness to learn and grow and a proactive approach from both parties I anticipate that mentees will actively seek guidance and advice when faced with challenges provide regular updates on their progress and demonstrate a strong commitment to implementing suggested strategies Additionally a successful mentoring relationship requires mutual respect a willingness to listen and the flexibility to adapt and refine approaches as needed Ultimately I aim to foster an environment where the mentee feels empowered to take ownership of their development and work towards achieving their goals,252,0.6481975317001343,0.7358344197273254,0.4552338123321533,0.6981632709503174,0.6544493436813354,outcome
46,To record excellent mentoring results by taking the organisation to next level in profitability and growth,251,0.8328312039375305,0.7914361953735352,0.7924322485923767,0.834893524646759,0.824410080909729,knowledge
47,El 97 3 de los emprendedores abandona las mentorías dentro de las 3 primeras sesiones Por lo que esperamos como mínimo un poco de consideración responsabilidad compromiso y por sobre todo transparencia y respeto por el tiempo y recursos invertidos de nuestra parte esta actividad es voluntaria por lo que se espera que el beneficiado entienda que debe poner de su parte también para obtener resultados,241,0.864211916923523,0.8161385655403137,0.8012067079544067,0.8535176515579224,0.8409605026245117,behaviour
48,El éxito del emprendedor o emprendedora que me de el honor de ser su acompañante en el profesores,239,0.8774844408035278,0.8236120939254761,0.8558878898620605,0.8652888536453247,0.8660876750946045,behaviour
49,I expect a great successful experience with any mentees Your NETWORK is your NETWORTH Surround yourself with 5 successful people and you ll be the 6th Relationships will take you places that your hustling can t,239,0.9025774598121643,0.8256290555000305,0.8832478523254395,0.8776206970214844,0.881065845489502,behaviour
50,Aprender de los empresarios y aportar en su crecimiento Lograr resultados,239,0.8005566000938416,0.8158268928527832,0.712334394454956,0.8362442255020142,0.8023788332939148,knowledge
51,تحقيق الهدف لرائد الاعمال,236,0.9087467193603516,0.906162440776825,0.8754775524139404,0.9105815887451172,0.9049845337867737,knowledge
52,We provide mentoring in English only and have a scheduling system that will automatically set the mutually available time Keep in mind that our hours of operation are in Los Angeles California,234,0.8499326109886169,0.7650471925735474,0.8543694019317627,0.8242095708847046,0.829796314239502,strategy
53,We guarantee professional service that will help fulfil your strategic objectives and operational requirements with the highest levels of professionalism and efficiency نضمن لك خدمة احترافية تساعد في تحقيق أهدافك الاستراتيجية ومتطلباتك التشغيلية بأعلى مستويات الاحتراف والكفاءة,234,0.04903508722782135,0.22184757888317108,-0.1741468608379364,0.14459192752838135,0.07336125522851944,outcome
54,Simple formula for a mutually beneficial relationship 1 learn something new everyday 2 meet someone new everyday with intent to verify perspective s 3 don t let emotions nor greed get in the way of intellectual decisions,229,0.7184171676635742,0.7087869644165039,0.6050606966018677,0.7377793788909912,0.7008538246154785,knowledge
55,El éxito y traspaso de la meta del emprendedor deseoso de lograr su sueño se haga realidad compromiso de buscar sus metas y aplicación al proyecto,229,0.8042284250259399,0.8638981580734253,0.6815105676651001,0.8518481254577637,0.8145991563796997,outcome
56,أن تكون محدد في عرضك للموضوع,227,0.7985988855361938,0.8329858779907227,0.6877185106277466,0.8141828775405884,0.7961026430130005,outcome
57,Disciplina dedicar el tiempo necesario pasión por lo que vas hacer respeto mutuo honestidad mente abierta,224,0.7661095857620239,0.7885093688964844,0.6630697846412659,0.7875829935073853,0.7678604125976562,outcome
58,My expectation is to help entrepreneurs reach their goals faster using Lean methodologies,221,0.9132088422775269,0.8533100485801697,0.8640961050987244,0.8988660573959351,0.8885928392410278,behaviour
59,Cumplir con un horario de un par de veces a la semana 1 hora por vez por un período a convenir mínimos un mes,220,0.7689792513847351,0.7080563306808472,0.7303285598754883,0.7710642218589783,0.7440383434295654,knowledge
60,Resultados y seguimiento satisfactorio,219,0.7909361124038696,0.8139145374298096,0.6993795037269592,0.8121811151504517,0.7891431450843811,outcome
61,Que de mí 100 que doy con que tan solo se lleven el 1 me alegra por qué pude contribuir en algo Sobre todo y no menos importante que si pactar una reunión que se comprometan a asistir Sino que no la soliciten para que ese tiempo perdido lo pueda usar ayudando a otro emprendedor mas comprometido,218,0.7938244342803955,0.7396609783172607,0.736289918422699,0.785065770149231,0.7745628356933594,behaviour
62,La disposición de desaprender aprender aplicar y duplicar a favor de una evolución holística,214,0.8444350957870483,0.8058604001998901,0.79257732629776,0.8420819044113159,0.8385332822799683,behaviour
63,On time response and communication mentee should also be research minded and ready to do the work to succeed,213,0.8449540138244629,0.7294329404830933,0.8777898550033569,0.7983312010765076,0.8101385831832886,strategy
64,Creo que muchas veces lo que nos hace falta como emprendedores es una persona con la que hablar sobre temas de negocios así que lo primero que espero es que se sientan con la confianza de preguntar todo lo que quieran respecto a negocios empresas innovación y finanzas Que estén conscientes que mi trabajo aquí es voluntario no recibo ningún pago por compartir mi tiempo y conocimiento con ellos Que se comprometan si solicitan mi ayuda estén atentos a mi mensajes para responderlos Normalmente no tardo más de 6 días en contestar y ofrecerles una primera reunión online a través de zoom Sino estás dispuesto a trabajar en desarrollar tu negocio o en mejorarlo por favor no me busques como mentora Puntualidad y Responsabilidad Las metorías las doy en un proceso que preparo dependiendo del momento en que se encuentre el negocio este proceso incluye actividades que desarrollar entre mentoría y mentoría Sino las desarrollan pierden información valiosa Las mentorías tienen una duración determinada si no se conectan puntuales corren el riesgo de perder la parte más relevante la que les resolverán o evitarán problemas Que aprovechen al máximo el tiempo que les concedo que tengan listas las dudas que quieran resolver no esperen a que yo hable de determinado tema para mencionarlas ABRIL 2022 es el último mes en que podrás contactarme por esta plataforma,210,0.7939724922180176,0.6865236759185791,0.8420147895812988,0.7520960569381714,0.7631211280822754,strategy
65,Guidance in change processes management and decision making 6 months meetings every 15 days 90 min 1 1 With a methodology based on 5 steps 1 Current situation detailed analysis 2 Setting goals from 3 to 6 months 3 Sales strategy review and improvement 4 Change of mindset from entrepreneur to businessman 5 Elevator Pitch enhanced To strive Control Structure Sales,207,0.7503930926322937,0.7890346050262451,0.624854564666748,0.7920162081718445,0.7549277544021606,knowledge
66,Mentors have many different expertises and entrepreneurs have many different needs However no matter the difference in skill sets active and engaged listening on the part of both parties allows for the free exchange of information where knowledge transfer can best occur يتمتع المرشدين بالعديد من الخبرات المختلفة ولدى ريادي الأعمال العديد من الاحتياجات المختلفة ومع ذلك بغض النظر عن الاختلاف في مجموعات المهارات فإن الاستماع النشط والمتفاعل من جانب كلا الطرفين يسمح بالتبادل الحر للمعلومات حيث يمكن أن يتم نقل المعرفة على أفضل وجه,207,-0.049393538385629654,0.11186614632606506,-0.2679038643836975,0.0428784005343914,-0.022050533443689346,outcome
67,I am very excited to help people who have a passion for starting or growing their businesses to increase their bottom line to make a profit my biggest expectation in supporting people is a quality relationship with effective communication and respect mutual excitement and passion for business growth and impact أنا متحمس جدا لمساعدة الأشخاص الذين لديهم شغف لبدء أعمالهم أو تنميتها لتحقيق أو زيادة الارباح وأكبر توقعاتي في دعم الناس هو علاقة جيدة مع التواصل الفعال والاحترام والشغف المتبادل بنمو الأعمال وتأثيرها,206,-0.05011887848377228,0.11641518771648407,-0.2749137282371521,0.03962665796279907,-0.023501161485910416,outcome
68,I want to help world changers people with a product service message that is noble or at least practical If your end goal is merely to get rich or your big plan is to live comfortably from donations expect some blunt advice from me Most of my clients get most of my value to their business very quickly because I am a bottom line personality and my top talent is ideation I m happy to help as frequently as needed within the limits of my availability However out of mutual respect I expect your best efforts at implementing my some of my advice before you solicit more of my time I often offer tough love advice designed to make your organization tougher and stronger Life is too short and the world needs you too much for me to waste time getting to the truth and sharing practical wisdom,204,0.8117085695266724,0.8199231624603271,0.7047062516212463,0.8370507955551147,0.803584098815918,knowledge
69,Commitment to the mentoring program,204,0.840455174446106,0.8234623074531555,0.7628039121627808,0.8598031997680664,0.8306560516357422,knowledge
70,Growth of business is key and also growth of Mentee And fhis growth is measured through increased sales and clients,200,0.7927886843681335,0.6571784019470215,0.8649853467941284,0.7370079755783081,0.758522629737854,strategy
71,Looking forward to learning together as well as seeking help from others who are more experienced on different areas of business,200,0.8691796660423279,0.8401709198951721,0.7994191646575928,0.8827821612358093,0.8669726848602295,knowledge
72,Conversations mutual respect collaborated learning understanding,196,0.6839804649353027,0.736328125,0.5354703664779663,0.7302093505859375,0.6999818086624146,outcome
73,The main expectation is to help your business develop How we will work together is something we can discuss in the first mails and calls as I don t believe there is a blueprint solution that works for everybody In general I value open discussions and communication and am looking for long term mentoring relationships Anything else we can discuss and agree on together as the cooperation style should be something both sides are happy with,195,0.8175435662269592,0.8260083198547363,0.7125567197799683,0.8362022638320923,0.8320572376251221,knowledge
74,See the vision or objective of your venture become a reality,194,0.6709604263305664,0.7539201974868774,0.5407105684280396,0.7195417881011963,0.6808905601501465,outcome
75,Simple Know what you want and be committed to show up every day and do what is required to achieve sustainable success,189,0.8605153560638428,0.7958984375,0.8428667783737183,0.8364966511726379,0.8377621173858643,behaviour
76,Establecer una comunicación abierta y honesta donde podamos aprender y crecer juntos Espero una relación colaborativa y enriquecedora que impulse el desarrollo económico y profesional de ambas partes,187,0.8375641107559204,0.8484228253364563,0.7367827296257019,0.8553140163421631,0.8429510593414307,knowledge
77,Poder servir y ayudar a crecer a otros con el objetivo de generar más empleo y calidad para todo el entorno,186,0.8240197896957397,0.8487057685852051,0.7390179634094238,0.8656765222549438,0.824250340461731,knowledge
78,Que esté dispuesto a hacer cambios a trabajar duro en sus metas con mi apoyo mes tras mes Ser honestos y puntuales al agendar citas de seguimiento,185,0.8262704610824585,0.8220224380493164,0.7558033466339111,0.8422077894210815,0.8179176449775696,knowledge
79,Sharing My knowledge is the biggest Moivation,184,0.8590413331985474,0.7639038562774658,0.8967822194099426,0.8215926885604858,0.8394477963447571,strategy
80,As long as you ve read the above and qualify for my help you ll then need to implement the recommendations and commit to make changes for improvement,184,0.8826180696487427,0.7675047516822815,0.9202379584312439,0.8331993818283081,0.8578977584838867,strategy
81,Dedication,183,0.7375092506408691,0.815801203250885,0.605532705783844,0.7773537635803223,0.7530657052993774,outcome
82,que se logren los resultados,182,0.8344821929931641,0.8374606370925903,0.7923837900161743,0.8346444368362427,0.8291150331497192,outcome
83,Que se cumplan los objetivos planteados por el la emprendedor a Medir los resultados de todo el proceso de mentoría basado en el cumplimiento de objetivos,182,0.8637524843215942,0.8593239784240723,0.7928072810173035,0.8841906189918518,0.8627599477767944,knowledge
84,My expectations are for mentees to be open minded and willing to think of things in ways they perhaps have not previously,181,0.8825349807739258,0.8466157913208008,0.8024433851242065,0.8691847324371338,0.8551392555236816,behaviour
85,Commitment and willingness to unlearn and relearn,178,0.833522617816925,0.8308814764022827,0.7465099096298218,0.8517980575561523,0.8315614461898804,knowledge
86,Sharing and exchanging the experience skills and the qualifications for letting the project be always on the right track The honesty transparency and the trust are the three elements for a healthy ongoing mentoring relationship,177,0.8218494653701782,0.8351805210113525,0.7218955159187317,0.8574129343032837,0.8214329481124878,knowledge
87,Achieve the mentee s their goals,177,0.8774097561836243,0.8329809904098511,0.8490417003631592,0.8612843751907349,0.8587545156478882,behaviour
88,Time to time better and open communication to understand client requirements in all dynamic scenarios and working towards fulfilling it in as a short term midterm and long term goals,174,0.7948461174964905,0.7547439336776733,0.7305363416671753,0.8038498163223267,0.7758525609970093,knowledge
89,I expect mentees to learn to grow to activate and actualise on these knowledge,173,0.8868853449821472,0.7938283681869507,0.8580704927444458,0.8548384308815002,0.8602771759033203,behaviour
90,Hablar abiertamente de las expectativas y sensasiones del emprendedor,172,0.8797458410263062,0.8639546632766724,0.8309619426727295,0.8854900598526001,0.8752609491348267,knowledge
91,development,172,0.7811617851257324,0.836985170841217,0.6828690767288208,0.8134790062904358,0.8017426133155823,outcome
92,1 There are two kind of people exist with whoom you can work one who doesn t know anything and second who knows everything It is difficult to mentoring those who knows little a bit but shows like knows everything 2 Respect 3 Trust 4 Flexible 5 Punctual 6 Serious about their business,169,0.859899640083313,0.8308079838752747,0.8148983716964722,0.8473824858665466,0.8558173179626465,behaviour
93,اتوقع علاقة الارشاد والتثقيف تكون ناجحة تماما في حالة ما يكون الطرف التاني متقبل عملية الارشاد والاصلاح,168,0.8762854337692261,0.845076322555542,0.8119217157363892,0.8710129857063293,0.8642638921737671,behaviour
94,Discipline Curious Minded Proactive Ready To Learn Open Minded Understand That There Is No Overnight Success,168,0.791149377822876,0.7665682435035706,0.737860918045044,0.795989990234375,0.7795348167419434,knowledge
95,Que el emprendedor pueda fortalecer su habilidades y potenciar su negocio,168,0.7778685092926025,0.8197740912437439,0.6822363138198853,0.821455717086792,0.7873462438583374,knowledge
96,Una Relación Ganar Ganar a largo plazo dentro del Área de Especialidad del Marketing Digital Interactivo,167,0.7993931770324707,0.8208792209625244,0.7104660272598267,0.8275145292282104,0.8038136959075928,knowledge
97,I will develop a true understanding of your world as the entrepreneur Your vision for your business Your values as to what matters most to your success Your long term and short term goals Your personal dream of what you are going to accomplish We will create and develop a fact based plan for your business we will establish true trust in our communications and actions,165,0.884217381477356,0.8458609580993652,0.8408637642860413,0.8838038444519043,0.8776543140411377,behaviour
98,Helping young business owners develop good habits in establishing their company and getting them off to a good start Maintaining change in difficult times and how to change or enhance strategies around them,164,0.8513792157173157,0.842837929725647,0.779141366481781,0.8692507743835449,0.8473126888275146,knowledge
99,All I expect is to be transparent and provide me feedback on my consultancy so we can improve grow and work together with trust and credibility,164,0.8344917297363281,0.7821469902992249,0.7711623907089233,0.8360568881034851,0.8230934143066406,knowledge
100,SINERGIA EN TRATO Y COMPROMISO AL 100,163,0.8058016300201416,0.7947162985801697,0.7410531044006348,0.8114445805549622,0.8001118898391724,knowledge
101,Provide options and discuss ramifications Understanding of priorities and where best to invest capital resources,163,0.850447416305542,0.7830922603607178,0.826138973236084,0.8425244688987732,0.8349015116691589,behaviour
102,Is to see all people I help succeed from those with only passion SMMEs to entrepreneurs,161,0.8565372228622437,0.7484138011932373,0.8645447492599487,0.8245975971221924,0.8257980346679688,strategy
103,Espero que la persona que me escoja como mentora alcance el éxito y aprenda a mantenerse alli,157,0.8316246867179871,0.7249680757522583,0.8178061842918396,0.8063234090805054,0.7963875532150269,behaviour
104,You only get as much as you put in I expect my mentees to do the upfront work I assign to them before each conversation so that we are able to maximize the productivity of our time together,155,0.8621048927307129,0.804492712020874,0.8014906644821167,0.8392295837402344,0.8416069746017456,behaviour
105,After identifying the needs of the mentee we can develop a plan for success,154,0.845684289932251,0.8097613453865051,0.8096263408660889,0.8460085391998291,0.8358601927757263,knowledge
106,Que la persona aproveche las herramientas que tiene detecte necesidades y recursos y logré conseguir aquello que tanto quiere,153,0.8392259478569031,0.7715486884117126,0.8168810606002808,0.8222872018814087,0.8164162039756775,behaviour
107,Reasonable expectations and a good fit,151,0.8348906636238098,0.8543782234191895,0.7386631369590759,0.8438157439231873,0.8367644548416138,outcome
108,To communicate with the largest possible number of entrepreneurs and business owners and provide them with the advice and advice they need,150,0.916608989238739,0.8350429534912109,0.9379066228866577,0.8865154981613159,0.9037297964096069,strategy
109,Honesty and integrity,149,0.6709644794464111,0.7822162508964539,0.5149720907211304,0.7262150049209595,0.6952456831932068,outcome
110,I expect the entrepreneurs to have excellent computer skills,147,0.6901440620422363,0.5086783766746521,0.8011748790740967,0.6069604754447937,0.6436424255371094,strategy
